airline,source_city,departure_time,stops,arrival_time,destination_city,classy,duration,days_left,price
Vistara,Delhi,Evening,one,Evening,Bangalore,Economy,24.58,12,12401
Vistara,Delhi,Afternoon,one,Night,Mumbai,Economy,7.58,1,17610
Indigo,Delhi,Afternoon,one,Night,Mumbai,Economy,10.33,43,2410
Vistara,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.75,47,4501
Air_India,Delhi,Morning,one,Morning,Mumbai,Economy,22.25,15,5168
GO_FIRST,Delhi,Afternoon,one,Night,Bangalore,Economy,8.17,23,5610
GO_FIRST,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,6.17,11,7424
Vistara,Delhi,Morning,one,Evening,Bangalore,Economy,7.58,43,4496
Indigo,Delhi,Afternoon,zero,Evening,Bangalore,Economy,3.0,31,4500
AirAsia,Delhi,Afternoon,two_or_more,Night,Bangalore,Economy,11.17,12,9736
Vistara,Delhi,Afternoon,one,Night,Mumbai,Economy,9.17,29,6296
Air_India,Delhi,Morning,one,Night,Bangalore,Economy,12.5,34,3621
Air_India,Delhi,Morning,one,Evening,Bangalore,Economy,7.83,32,4230
AirAsia,Delhi,Night,one,Early_Morning,Mumbai,Economy,10.5,46,3102
Vistara,Delhi,Evening,one,Morning,Bangalore,Economy,15.17,44,3357
Vistara,Delhi,Evening,one,Afternoon,Mumbai,Economy,18.58,34,5355
Indigo,Delhi,Morning,one,Evening,Bangalore,Economy,9.92,9,11993
Air_India,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,24.58,25,4780
Vistara,Delhi,Evening,zero,Night,Bangalore,Economy,2.83,17,4501
Air_India,Delhi,Night,one,Afternoon,Mumbai,Economy,17.75,40,6724
Air_India,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,24.83,3,12298
AirAsia,Delhi,Afternoon,two_or_more,Night,Bangalore,Economy,11.17,3,15630
GO_FIRST,Delhi,Morning,one,Evening,Mumbai,Economy,6.33,42,8275
Vistara,Delhi,Afternoon,one,Night,Mumbai,Economy,6.5,30,6296
Vistara,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,26.67,29,4170
Indigo,Delhi,Evening,one,Night,Bangalore,Economy,5.92,48,3127
GO_FIRST,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11.75,28,5954
Air_India,Delhi,Morning,one,Night,Bangalore,Economy,11.58,31,8790
Vistara,Delhi,Morning,one,Morning,Mumbai,Economy,23.17,3,13515
AirAsia,Delhi,Afternoon,one,Late_Night,Mumbai,Economy,14.08,17,8357
GO_FIRST,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,47,2410
Vistara,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,6.5,18,7575
GO_FIRST,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11.75,5,5954
Indigo,Delhi,Morning,one,Evening,Bangalore,Economy,8.83,30,3127
SpiceJet,Delhi,Early_Morning,one,Night,Bangalore,Economy,13.92,27,5619
Vistara,Delhi,Morning,one,Night,Mumbai,Economy,12.67,47,6296
Indigo,Delhi,Afternoon,one,Night,Bangalore,Economy,8.33,24,7425
Vistara,Delhi,Night,one,Afternoon,Mumbai,Economy,16.5,31,7575
Indigo,Delhi,Evening,one,Late_Night,Bangalore,Economy,9.17,41,3587
Indigo,Delhi,Afternoon,one,Night,Bangalore,Economy,9.92,29,3253
Indigo,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.08,46,3159
Air_India,Delhi,Morning,one,Night,Bangalore,Economy,11.58,10,23018
Indigo,Delhi,Night,one,Morning,Bangalore,Economy,11.0,7,9735
Indigo,Delhi,Afternoon,one,Evening,Mumbai,Economy,3.83,44,2410
Indigo,Delhi,Afternoon,one,Evening,Bangalore,Economy,5.17,20,7089
Air_India,Delhi,Afternoon,one,Evening,Mumbai,Economy,3.5,38,2476
Indigo,Delhi,Early_Morning,one,Morning,Bangalore,Economy,5.08,44,4007
Indigo,Delhi,Morning,two_or_more,Evening,Mumbai,Economy,9.67,19,4636
SpiceJet,Delhi,Afternoon,one,Morning,Bangalore,Economy,19.83,23,5619
Air_India,Delhi,Morning,one,Evening,Mumbai,Economy,7.25,35,3855
Vistara,Delhi,Early_Morning,one,Night,Mumbai,Economy,12.83,39,7575
Air_India,Delhi,Night,one,Morning,Mumbai,Economy,10.33,31,5840
Air_India,Delhi,Afternoon,one,Night,Mumbai,Economy,7.92,8,17400
Vistara,Delhi,Afternoon,one,Night,Bangalore,Economy,8.5,46,4152
AirAsia,Delhi,Afternoon,one,Night,Bangalore,Economy,5.42,11,7423
GO_FIRST,Delhi,Evening,one,Night,Mumbai,Economy,4.67,49,8007
AirAsia,Delhi,Afternoon,two_or_more,Night,Bangalore,Economy,8.58,12,8056
Indigo,Delhi,Evening,one,Night,Mumbai,Economy,4.92,31,3911
Air_India,Delhi,Afternoon,one,Night,Bangalore,Economy,8.67,23,18758
Vistara,Delhi,Night,one,Early_Morning,Bangalore,Economy,10.17,29,4272
Air_India,Delhi,Morning,one,Evening,Mumbai,Economy,7.25,35,8447
Vistara,Delhi,Evening,one,Night,Mumbai,Economy,4.42,29,6108
Vistara,Delhi,Morning,zero,Morning,Bangalore,Economy,2.75,41,4501
Air_India,Delhi,Morning,one,Morning,Mumbai,Economy,22.25,1,12990
Vistara,Delhi,Night,one,Morning,Mumbai,Economy,11.58,42,6296
Vistara,Delhi,Evening,one,Morning,Mumbai,Economy,17.83,1,17348
Indigo,Delhi,Evening,one,Night,Mumbai,Economy,4.92,41,3911
AirAsia,Delhi,Evening,two_or_more,Late_Night,Bangalore,Economy,8.75,32,3090
Vistara,Delhi,Evening,one,Afternoon,Mumbai,Economy,21.08,23,5040
Indigo,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,43,3001
GO_FIRST,Delhi,Late_Night,one,Early_Morning,Bangalore,Economy,5.67,11,7424
AirAsia,Delhi,Evening,two_or_more,Night,Bangalore,Economy,6.92,45,3090
Vistara,Delhi,Early_Morning,one,Night,Mumbai,Economy,12.83,37,7575
SpiceJet,Delhi,Evening,one,Morning,Bangalore,Economy,14.75,17,3133
GO_FIRST,Delhi,Night,zero,Late_Night,Mumbai,Economy,2.17,43,2410
Indigo,Delhi,Afternoon,one,Night,Mumbai,Economy,7.25,48,2410
AirAsia,Delhi,Morning,one,Evening,Bangalore,Economy,9.92,17,5220
Indigo,Delhi,Early_Morning,zero,Early_Morning,Mumbai,Economy,2.42,28,2410
Indigo,Delhi,Early_Morning,one,Morning,Mumbai,Economy,5.33,48,2410
SpiceJet,Delhi,Early_Morning,one,Night,Bangalore,Economy,15.0,43,8081
Vistara,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.83,39,5227
Indigo,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,40,2949
Indigo,Delhi,Night,one,Morning,Mumbai,Economy,10.17,21,3408
AirAsia,Delhi,Night,one,Early_Morning,Mumbai,Economy,10.5,45,3102
Air_India,Delhi,Night,one,Morning,Mumbai,Economy,11.42,46,3855
GO_FIRST,Delhi,Morning,one,Evening,Mumbai,Economy,7.08,15,4793
GO_FIRST,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,7.17,37,4020
Indigo,Delhi,Evening,one,Night,Bangalore,Economy,5.08,6,9735
Indigo,Delhi,Afternoon,one,Night,Mumbai,Economy,10.33,24,3959
Air_India,Delhi,Night,one,Night,Mumbai,Economy,23.83,42,5702
Indigo,Delhi,Morning,one,Night,Bangalore,Economy,11.08,37,4168
Indigo,Delhi,Morning,one,Evening,Mumbai,Economy,7.67,31,3631
SpiceJet,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,41,2456
SpiceJet,Delhi,Morning,one,Morning,Bangalore,Economy,21.0,33,7057
Air_India,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,9.75,34,3291
Vistara,Delhi,Morning,one,Evening,Bangalore,Economy,7.58,25,4496
AirAsia,Delhi,Morning,one,Evening,Bangalore,Economy,8.25,24,4019
Vistara,Delhi,Afternoon,one,Night,Mumbai,Economy,6.5,38,6611
Air_India,Delhi,Morning,one,Morning,Bangalore,Economy,24.5,35,4230
Vistara,Delhi,Early_Morning,zero,Early_Morning,Mumbai,Economy,2.17,5,5955
GO_FIRST,Delhi,Early_Morning,one,Evening,Bangalore,Economy,9.17,35,4020
Air_India,Delhi,Afternoon,one,Evening,Mumbai,Economy,25.92,35,6312
SpiceJet,Delhi,Afternoon,one,Evening,Mumbai,Economy,25.75,28,3519
Indigo,Delhi,Night,one,Morning,Bangalore,Economy,11.0,15,3671
GO_FIRST,Delhi,Morning,one,Night,Mumbai,Economy,11.33,44,6042
Air_India,Delhi,Evening,one,Afternoon,Mumbai,Economy,19.5,29,5281
GO_FIRST,Delhi,Afternoon,one,Night,Mumbai,Economy,9.25,1,13932
AirAsia,Delhi,Afternoon,one,Late_Night,Bangalore,Economy,10.0,31,3090
Air_India,Delhi,Evening,one,Evening,Bangalore,Economy,22.42,37,5701
SpiceJet,Delhi,Afternoon,one,Evening,Mumbai,Economy,25.75,25,3519
Indigo,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,45,2410
GO_FIRST,Delhi,Afternoon,one,Night,Bangalore,Economy,4.75,26,3568
Vistara,Delhi,Evening,zero,Night,Bangalore,Economy,2.83,6,7425
Air_India,Delhi,Early_Morning,one,Night,Mumbai,Economy,14.92,29,5761
AirAsia,Delhi,Afternoon,two_or_more,Night,Bangalore,Economy,8.58,28,3569
Vistara,Delhi,Afternoon,one,Night,Bangalore,Economy,10.0,47,4496
Vistara,Delhi,Morning,one,Evening,Bangalore,Economy,9.5,8,16140
Vistara,Delhi,Afternoon,one,Night,Bangalore,Economy,5.42,28,4496
Vistara,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.83,23,5227
Air_India,Delhi,Evening,one,Afternoon,Mumbai,Economy,19.5,17,4939
Vistara,Delhi,Night,zero,Night,Bangalore,Economy,2.67,18,4501
GO_FIRST,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.58,18,4501
Vistara,Delhi,Morning,one,Evening,Bangalore,Economy,9.75,13,10680
Vistara,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,23.75,46,5227
GO_FIRST,Delhi,Evening,one,Late_Night,Mumbai,Economy,9.33,22,3330
Air_India,Delhi,Evening,one,Evening,Bangalore,Economy,24.67,38,4230
GO_FIRST,Delhi,Afternoon,one,Night,Bangalore,Economy,7.75,26,4020
Air_India,Delhi,Evening,one,Morning,Bangalore,Economy,16.17,11,10680
SpiceJet,Delhi,Evening,one,Evening,Bangalore,Economy,23.08,24,4301
GO_FIRST,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,7.17,34,4020
Air_India,Delhi,Evening,one,Evening,Mumbai,Economy,22.75,19,5026
Indigo,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,9.08,26,5399
Indigo,Delhi,Morning,one,Evening,Bangalore,Economy,8.83,6,9998
Air_India,Delhi,Morning,one,Afternoon,Bangalore,Economy,6.17,40,3610
GO_FIRST,Delhi,Evening,one,Late_Night,Bangalore,Economy,5.75,24,4205
GO_FIRST,Delhi,Evening,one,Early_Morning,Mumbai,Economy,12.33,10,5954
Air_India,Delhi,Morning,one,Afternoon,Mumbai,Economy,26.5,38,6933
GO_FIRST,Delhi,Afternoon,one,Night,Bangalore,Economy,4.75,41,3568
Vistara,Delhi,Afternoon,one,Night,Bangalore,Economy,7.33,21,4496
Indigo,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,6.58,21,3253
GO_FIRST,Delhi,Morning,one,Evening,Mumbai,Economy,6.33,5,11609
Indigo,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7.58,27,2463
Air_India,Delhi,Evening,one,Night,Mumbai,Economy,3.75,1,5955
Indigo,Delhi,Evening,one,Late_Night,Bangalore,Economy,9.08,44,3587
GO_FIRST,Delhi,Afternoon,one,Night,Bangalore,Economy,7.25,19,4020
AirAsia,Delhi,Morning,one,Night,Bangalore,Economy,11.58,13,7423
Indigo,Delhi,Afternoon,one,Night,Bangalore,Economy,9.92,32,3127
Air_India,Delhi,Morning,one,Morning,Mumbai,Economy,23.08,12,12150
Vistara,Delhi,Afternoon,one,Night,Mumbai,Economy,9.17,17,6296
Indigo,Delhi,Morning,one,Evening,Bangalore,Economy,7.92,32,4060
Air_India,Delhi,Night,one,Afternoon,Mumbai,Economy,16.17,31,5360
Vistara,Delhi,Night,one,Early_Morning,Bangalore,Economy,10.17,25,4272
GO_FIRST,Delhi,Evening,one,Late_Night,Mumbai,Economy,6.08,36,3330
Vistara,Delhi,Night,one,Afternoon,Mumbai,Economy,16.5,32,7575
Vistara,Delhi,Afternoon,one,Night,Bangalore,Economy,10.0,32,4496
GO_FIRST,Delhi,Evening,one,Late_Night,Mumbai,Economy,9.33,40,3330
Vistara,Delhi,Evening,zero,Evening,Bangalore,Economy,2.75,31,4501
SpiceJet,Delhi,Afternoon,one,Evening,Mumbai,Economy,25.75,35,4581
Vistara,Delhi,Afternoon,one,Night,Mumbai,Economy,7.58,7,12150
Air_India,Delhi,Morning,one,Afternoon,Mumbai,Economy,5.42,43,6690
Vistara,Delhi,Morning,one,Night,Bangalore,Economy,11.17,40,4496
Air_India,Delhi,Morning,one,Afternoon,Mumbai,Economy,30.08,1,24540
Air_India,Delhi,Afternoon,one,Night,Mumbai,Economy,7.92,35,6231
GO_FIRST,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,23,2410
Indigo,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,38,4328
Air_India,Delhi,Morning,one,Night,Mumbai,Economy,15.75,42,3831
Air_India,Delhi,Night,one,Morning,Mumbai,Economy,10.17,47,5525
GO_FIRST,Delhi,Afternoon,one,Evening,Bangalore,Economy,6.17,34,4020
Vistara,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,21,3100
SpiceJet,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,30,2621
AirAsia,Delhi,Early_Morning,one,Evening,Bangalore,Economy,11.5,18,3090
AirAsia,Delhi,Morning,one,Evening,Bangalore,Economy,8.25,44,4019
Vistara,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.83,11,9945
Vistara,Delhi,Afternoon,one,Night,Bangalore,Economy,10.0,17,4496
Air_India,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,24.83,38,6339
Air_India,Delhi,Early_Morning,one,Night,Mumbai,Economy,17.17,20,4233
AirAsia,Delhi,Afternoon,two_or_more,Night,Bangalore,Economy,10.92,10,13411
AirAsia,Delhi,Afternoon,two_or_more,Night,Bangalore,Economy,11.5,40,3090
GO_FIRST,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,20,2410
GO_FIRST,Delhi,Evening,one,Night,Bangalore,Economy,7.0,18,7409
Vistara,Delhi,Evening,one,Night,Mumbai,Economy,5.83,37,6296
Indigo,Delhi,Night,one,Late_Night,Bangalore,Economy,5.25,23,3996
Vistara,Delhi,Night,one,Early_Morning,Bangalore,Economy,11.17,15,4272
Air_India,Delhi,Evening,one,Night,Mumbai,Economy,6.67,32,3831
Air_India,Delhi,Afternoon,one,Morning,Mumbai,Economy,19.08,45,6181
AirAsia,Delhi,Early_Morning,one,Evening,Bangalore,Economy,12.0,33,3090
Vistara,Delhi,Night,one,Morning,Mumbai,Economy,13.42,32,5227
GO_FIRST,Delhi,Morning,one,Evening,Bangalore,Economy,9.17,24,4020
Air_India,Delhi,Afternoon,zero,Evening,Bangalore,Economy,2.75,43,4007
GO_FIRST,Delhi,Evening,one,Night,Bangalore,Economy,7.0,43,4508
GO_FIRST,Delhi,Morning,one,Evening,Mumbai,Economy,8.0,11,11179
Indigo,Delhi,Evening,one,Late_Night,Mumbai,Economy,6.92,48,3911
Air_India,Delhi,Afternoon,one,Evening,Bangalore,Economy,27.75,21,5504
Indigo,Delhi,Early_Morning,zero,Early_Morning,Mumbai,Economy,2.42,21,2410
Indigo,Delhi,Evening,one,Night,Bangalore,Economy,6.5,25,3354
Indigo,Delhi,Afternoon,one,Night,Bangalore,Economy,8.5,44,5698
Air_India,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.83,30,3774
Indigo,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,10.83,13,10523
Vistara,Delhi,Afternoon,one,Night,Bangalore,Economy,8.5,26,4496
Air_India,Delhi,Morning,one,Evening,Mumbai,Economy,7.25,26,5927
GO_FIRST,Delhi,Early_Morning,one,Morning,Mumbai,Economy,5.58,44,6146
Air_India,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,21,2476
Vistara,Delhi,Evening,one,Night,Mumbai,Economy,5.75,32,6296
GO_FIRST,Delhi,Afternoon,one,Night,Bangalore,Economy,8.17,36,6919
Indigo,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.92,23,4500
Indigo,Delhi,Evening,one,Late_Night,Bangalore,Economy,5.58,34,4094
AirAsia,Delhi,Early_Morning,one,Evening,Bangalore,Economy,11.5,43,3090
Indigo,Delhi,Late_Night,one,Early_Morning,Mumbai,Economy,7.75,45,2410
Indigo,Delhi,Morning,zero,Morning,Bangalore,Economy,2.92,35,4500
Air_India,Delhi,Early_Morning,one,Morning,Mumbai,Economy,26.0,39,3855
GO_FIRST,Delhi,Morning,one,Night,Bangalore,Economy,13.08,6,7424
Vistara,Delhi,Morning,zero,Morning,Bangalore,Economy,2.75,27,4501
Vistara,Delhi,Afternoon,one,Evening,Bangalore,Economy,4.92,16,4496
Indigo,Delhi,Evening,zero,Night,Mumbai,Economy,2.08,45,3001
AirAsia,Delhi,Afternoon,two_or_more,Night,Bangalore,Economy,10.58,36,5220
SpiceJet,Delhi,Evening,one,Early_Morning,Mumbai,Economy,13.25,17,3519
Air_India,Delhi,Evening,one,Evening,Mumbai,Economy,22.75,18,5301
Vistara,Delhi,Evening,one,Morning,Mumbai,Economy,15.75,16,5040
Vistara,Delhi,Afternoon,one,Night,Mumbai,Economy,7.58,15,6296
Air_India,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,26,2476
Air_India,Delhi,Evening,one,Afternoon,Bangalore,Economy,17.83,14,6275
Air_India,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,14,5955
GO_FIRST,Delhi,Morning,one,Afternoon,Bangalore,Economy,4.33,11,12617
GO_FIRST,Delhi,Evening,zero,Night,Bangalore,Economy,2.75,15,4501
Indigo,Delhi,Afternoon,one,Night,Bangalore,Economy,7.58,3,19290
Indigo,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,34,2410
GO_FIRST,Delhi,Morning,one,Evening,Bangalore,Economy,7.42,28,4324
Air_India,Delhi,Evening,one,Evening,Mumbai,Economy,24.83,34,3855
Air_India,Delhi,Afternoon,one,Evening,Mumbai,Economy,25.92,9,13620
GO_FIRST,Delhi,Evening,one,Night,Bangalore,Economy,5.75,22,4020
GO_FIRST,Delhi,Morning,one,Afternoon,Bangalore,Economy,4.5,46,8042
GO_FIRST,Delhi,Morning,one,Afternoon,Mumbai,Economy,5.08,31,6958
Air_India,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.58,17,5231
Indigo,Delhi,Evening,one,Late_Night,Bangalore,Economy,5.58,35,5850
SpiceJet,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,20,2621
Vistara,Delhi,Night,one,Evening,Bangalore,Economy,21.08,4,10785
GO_FIRST,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,7.17,17,4020
GO_FIRST,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,29,2410
Indigo,Delhi,Morning,two_or_more,Evening,Mumbai,Economy,9.67,9,8003
Vistara,Delhi,Afternoon,one,Night,Mumbai,Economy,6.5,42,6296
AirAsia,Delhi,Morning,one,Night,Mumbai,Economy,11.0,36,2409
Vistara,Delhi,Evening,one,Evening,Bangalore,Economy,25.08,40,5496
Air_India,Delhi,Night,one,Evening,Mumbai,Economy,21.58,30,5360
GO_FIRST,Delhi,Night,zero,Night,Mumbai,Economy,2.25,43,2410
Indigo,Delhi,Early_Morning,one,Evening,Mumbai,Economy,8.67,10,15720
AirAsia,Delhi,Afternoon,one,Late_Night,Mumbai,Economy,14.08,42,5230
GO_FIRST,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,36,2410
Air_India,Delhi,Morning,one,Late_Night,Mumbai,Economy,13.25,16,19227
SpiceJet,Delhi,Evening,one,Night,Mumbai,Economy,4.5,18,3024
SpiceJet,Delhi,Early_Morning,one,Night,Bangalore,Economy,13.92,39,5610
SpiceJet,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.33,23,2621
Indigo,Delhi,Morning,one,Evening,Bangalore,Economy,8.83,10,10768
Indigo,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,9.08,18,5399
GO_FIRST,Delhi,Morning,one,Evening,Bangalore,Economy,5.42,42,5610
Indigo,Delhi,Afternoon,zero,Afternoon,Bangalore,Economy,2.92,3,9473
Indigo,Delhi,Night,zero,Night,Mumbai,Economy,2.25,12,6165
Vistara,Delhi,Afternoon,one,Night,Mumbai,Economy,6.0,25,6296
Vistara,Delhi,Evening,one,Night,Bangalore,Economy,5.08,25,4896
Vistara,Delhi,Evening,one,Morning,Mumbai,Economy,16.33,48,5227
Air_India,Delhi,Evening,one,Afternoon,Mumbai,Economy,19.5,7,12990
Air_India,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.83,20,3564
Indigo,Delhi,Evening,one,Night,Bangalore,Economy,5.08,7,9735
Vistara,Delhi,Afternoon,one,Night,Mumbai,Economy,6.5,14,12150
Air_India,Delhi,Night,one,Night,Mumbai,Economy,23.83,13,13410
Vistara,Delhi,Evening,one,Morning,Mumbai,Economy,15.58,8,15300
Air_India,Delhi,Evening,one,Afternoon,Mumbai,Economy,19.5,45,6554
GO_FIRST,Delhi,Early_Morning,one,Morning,Mumbai,Economy,5.58,39,6146
Air_India,Delhi,Morning,zero,Afternoon,Bangalore,Economy,2.75,32,4427
Vistara,Delhi,Evening,one,Morning,Mumbai,Economy,15.75,17,5775
SpiceJet,Delhi,Early_Morning,one,Night,Bangalore,Economy,15.0,24,5619
AirAsia,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,10.33,23,3090
GO_FIRST,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,44,2410
AirAsia,Delhi,Night,zero,Night,Bangalore,Economy,2.83,29,4499
GO_FIRST,Delhi,Afternoon,one,Night,Mumbai,Economy,7.08,26,5323
Air_India,Delhi,Morning,one,Morning,Bangalore,Economy,24.5,42,4230
Vistara,Delhi,Evening,one,Night,Mumbai,Economy,28.25,3,14775
Vistara,Delhi,Night,one,Afternoon,Mumbai,Economy,16.5,13,13095
Vistara,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,26.67,32,4170
Air_India,Delhi,Early_Morning,one,Early_Morning,Mumbai,Economy,24.08,47,3831
Indigo,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,36,3001
Vistara,Delhi,Evening,one,Night,Bangalore,Economy,6.08,29,4896
Vistara,Delhi,Afternoon,one,Morning,Mumbai,Economy,19.25,30,5227
Air_India,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,9.75,26,3291
GO_FIRST,Delhi,Evening,zero,Evening,Mumbai,Economy,2.08,44,2410
Indigo,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,10,5955
Indigo,Delhi,Morning,one,Evening,Mumbai,Economy,8.33,42,2410
Vistara,Delhi,Evening,one,Night,Bangalore,Economy,29.67,7,12401
Air_India,Delhi,Morning,one,Afternoon,Bangalore,Economy,4.58,37,3610
Vistara,Delhi,Early_Morning,one,Morning,Bangalore,Economy,25.33,23,3357
Vistara,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.17,37,2700
Vistara,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.25,3,5955
AirAsia,Delhi,Night,one,Afternoon,Mumbai,Economy,14.25,37,2409
Air_India,Delhi,Evening,one,Night,Mumbai,Economy,26.08,45,4317
Indigo,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.17,24,3570
Air_India,Delhi,Afternoon,one,Night,Mumbai,Economy,7.92,1,19710
GO_FIRST,Delhi,Night,one,Morning,Mumbai,Economy,11.83,20,5087
Air_India,Delhi,Morning,one,Evening,Mumbai,Economy,7.25,34,3855
GO_FIRST,Delhi,Night,zero,Night,Mumbai,Economy,2.25,4,5954
Vistara,Delhi,Afternoon,one,Night,Mumbai,Economy,9.08,33,5040
AirAsia,Delhi,Early_Morning,two_or_more,Afternoon,Bangalore,Economy,6.75,18,13411
Indigo,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,10.83,1,10523
Indigo,Delhi,Night,one,Early_Morning,Bangalore,Economy,10.0,42,4007
SpiceJet,Delhi,Evening,one,Morning,Bangalore,Economy,13.5,10,7740
Indigo,Delhi,Afternoon,one,Night,Bangalore,Economy,10.5,40,3302
Air_India,Delhi,Morning,one,Afternoon,Bangalore,Economy,24.92,30,4742
Vistara,Delhi,Afternoon,one,Night,Bangalore,Economy,10.0,24,4496
GO_FIRST,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11.08,24,5954
Indigo,Delhi,Afternoon,one,Evening,Bangalore,Economy,5.58,34,4007
Vistara,Delhi,Afternoon,one,Night,Bangalore,Economy,10.0,31,4496
Indigo,Delhi,Night,zero,Late_Night,Mumbai,Economy,2.17,12,5955
Vistara,Delhi,Evening,one,Morning,Mumbai,Economy,15.75,38,5040
Air_India,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.75,45,4007
SpiceJet,Delhi,Evening,one,Morning,Mumbai,Economy,15.25,1,12123
Indigo,Delhi,Afternoon,one,Evening,Bangalore,Economy,5.58,18,3831
AirAsia,Delhi,Evening,zero,Night,Bangalore,Economy,2.75,23,4499
Vistara,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.5,44,5227
Air_India,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,17,3211
Indigo,Delhi,Afternoon,one,Night,Bangalore,Economy,10.5,10,13988
Indigo,Delhi,Afternoon,one,Evening,Bangalore,Economy,5.58,2,18135
Air_India,Delhi,Afternoon,one,Night,Mumbai,Economy,8.58,19,6903
Vistara,Delhi,Morning,one,Night,Mumbai,Economy,12.67,16,6296
Indigo,Delhi,Afternoon,zero,Afternoon,Bangalore,Economy,2.92,43,4500
AirAsia,Delhi,Afternoon,one,Night,Bangalore,Economy,10.58,21,5220
Air_India,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,24.5,24,5231
Air_India,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,33,2476
Vistara,Delhi,Morning,zero,Morning,Mumbai,Economy,2.33,12,5955
Indigo,Delhi,Afternoon,one,Evening,Bangalore,Economy,5.17,36,5805
Indigo,Delhi,Early_Morning,one,Morning,Mumbai,Economy,5.42,21,4337
GO_FIRST,Delhi,Evening,zero,Evening,Mumbai,Economy,2.08,16,2410
Vistara,Delhi,Afternoon,one,Night,Bangalore,Economy,8.08,26,4496
AirAsia,Delhi,Night,one,Afternoon,Mumbai,Economy,14.25,35,2409
GO_FIRST,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,4,5954
Vistara,Delhi,Morning,one,Night,Mumbai,Economy,12.58,39,9768
Vistara,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.08,32,8805
Vistara,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.17,49,2700
Indigo,Delhi,Evening,one,Late_Night,Bangalore,Economy,5.58,33,4007
Vistara,Delhi,Morning,zero,Morning,Bangalore,Economy,2.75,30,4501
Air_India,Delhi,Evening,one,Night,Mumbai,Economy,6.67,33,3831
Vistara,Delhi,Afternoon,one,Evening,Bangalore,Economy,4.92,48,4496
